"id";"Company";"TypeName";"Inches";"resolution_height";"resolution_width";"touchscreen";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"OpSys";"Weight";"price"
571;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storge";"32";"0";"Intel";"windows";"1.42";13267
572;"HP";"Notebook";"15.6";1920;1080;0;"AMD";"A9-Series 9420";"3.00";4;"HDD";"1024";"0";"AMD";"windows";"2.1";26054
573;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"256";"1024";"Nvidia";"N/A";"2.4";61219
575;"Acer";"Notebook";"14";1366;768;0;"Intel";"Pentium Quad";"1.60";4;"Flash Storge";"128";"0";"Intel";"windows";"1.6";18595
576;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.7";79215
577;"Toshiba";"Notebook";"14";1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"windows";"1.75";54346
578;"Lenovo";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.37";93635
579;"Dell";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Intel";"windows";"1.36";89510
580;"Acer";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.60";16;"Hybrid";"128";"1024";"Nvidia";"windows";"4.2";103097
581;"HP";"Notebook";"17.3";1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"256";"0";"AMD";"windows";"2.5";37243
582;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"windows";"1.87";41825
583;"Toshiba";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.10";4;"SSD";"128";"0";"Intel";"windows";"2.1";26533
584;"Lenovo";"Notebook";"15.6";1920;1080;0;"AMD";"A12-Series 9720P";"3.60";12;"SSD";"512";"0";"AMD";"windows";"2.2";50563
585;"Lenovo";"Notebook";"15.6";3840;2160;0;"Intel";"Xeon E3-1535M";"3.10";32;"SSD";"1024";"0";"Nvidia";"windows";"2.5";261019
586;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";12;"HDD";"1024";"0";"Intel";"windows";"2.25";34579
587;"Dell";"2 in 1 Convertible";"31.6";1366;768;1;"Intel";"Core M";"1.00";4;"SSD";"128";"0";"Intel";"windows";"1.39";32128
588;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.30";4;"HDD";"1024";"0";"Intel";"N/A";"2.15";24634
589;"HP";"Notebook";"15.6";1920;1080;0;"AMD";"A9-Series A9-9420";"3.00";6;"Hybrid";"128";"1024";"AMD";"windows";"2.1";34632
590;"Lenovo";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Intel";"windows";"1.19";79867
591;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"windows";"2.4";29784
592;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"windows";"2.62";58555
593;"Lenovo";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.36";95797
594;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.60";16;"HDD";"1024";"0";"Nvidia";"windows";"2.59";46834
595;"Samsung";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";90523
597;"Asus";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"0.91";103896
598;"Dell";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.90";16;"Hybrid";"256";"1024";"Nvidia";"windows";"3.49";149917
599;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"AMD";"windows";"2.1";39694
600;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"1.86";21152
601;"Dell";"Workstation";"?";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"1.78";128298
602;"Lenovo";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.44";51149
603;"Lenovo";"Notebook";"35.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"2.2";21792
604;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Pentium Quad";"1.10";4;"HDD";"500";"0";"Intel";"windows";"2.2";18328
605;"Toshiba";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"2.0";67026
606;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"linux";"2.18";23651
607;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"1024";"Intel";"windows";"2.1";33111
608;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.99";92121
609;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"1024";"0";"Intel";"windows";"1.85";41505
610;"Dell";"Notebook";"15.6";3840;2160;1;"Intel";"Core i7";"2.80";16;"SSD";"1024";"0";"Nvidia";"windows";"2.06";127819
611;"Lenovo";"Notebook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.10";2;"Flash Storge";"32";"0";"Intel";"windows";"1.15";16221
612;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Nvidia";"windows";"2.3";53919
613;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"linux";"2.1";21951
614;"HP";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"windows";"2.6";128884
615;"Microsoft";"Ultrabook";"13.5";2256;1504;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Intel";"windows";"1.252";99519
616;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"N/A";"1.90";23976
617;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.90";16;"Hybrid";"512";"1024";"Nvidia";"windows";"4.14";145401
618;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"SSD";"128";"0";"Intel";"windows";"2.2";26587
619;"Dell";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"1.60";8;"HDD";"1024";"0";"Intel";"windows";"1.55";35112
620;"Lenovo";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";"windows";"2.67";102564
621;"Toshiba";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i7";"2.70";32;"SSD";"512";"0";"Intel";"windows";"1.05";149131
622;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Nvidia";"windows";"2.2";24988
623;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";59088
624;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"Hybrid";"128";"1024";"AMD";"windows";"1.90";43580
625;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"Intel";"linux";"2.25";19128
627;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"1.8";111594
628;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.60";4;"HDD";"500";"0";"Intel";"linux";"1.93";46300
629;"Lenovo";"Notebook";"17.3";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"N/A";"2.8";28185
630;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"1.99";71928
631;"Lenovo";"Ultrabook";"14";2560;1440;0;"Intel";"Core i7";"2.80";8;"SSD";"512";"0";"Nvidia";"windows";"1.7";103523
632;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";"windows";"1.86";32640
633;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"2.4";21887
634;"Asus";"2 in 1 Convertible";"15.6";1920;1080;1;"Intel";"Core i7";"2.70";12;"HDD";"2048";"0";"Nvidia";"windows";"2.3";44702
635;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"AMD";"linux";"2.2";39907
636;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.0";64309
637;"Dell";"Ultrabook";"13.3";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"windows";"1.29";47899
638;"Lenovo";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.3";55092
639;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"windows";"2.2";29073
640;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";8;"SSD";"256";"0";"Intel";"windows";"2";35431
641;"Lenovo";"Notebook";"15.6";3840;2160;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Nvidia";"windows";"2.5";126274
642;"Toshiba";"Notebook";"14";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.25";81785
643;"Acer";"Notebook";"14";1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"windows";"1.8";33886
644;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"2.18";42358
645;"Mediacom";"Notebook";"14";1920;1080;0;"Intel";"Celeron Quad";"1.10";4;"SSD";"32";"0";"Intel";"windows";"1.45";20726
646;"Acer";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";4;"HDD";"500";"0";"Nvidia";"windows";"2.2";34046
647;"HP";"Notebook";"17";1600;900;0;"AMD";"A9-Series 9420";"3.00";8;"HDD";"1024";"0";"AMD";"windows";"2.6";27754
648;"HP";"Notebook";"17.3";1920;1080;0;"AMD";"A10-Series 9600P";"2.40";6;"HDD";"2048";"0";"AMD";"windows";"2.65";30316
649;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"Intel";"windows";"2.02";52747
650;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"windows";"2.18";44542
651;"Acer";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"1.60";1;"SSD";"256";"0";"Intel";"windows";"1.6";53227
652;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"HDD";"500";"0";"Intel";"windows";"2.1";16943
653;"Razer";"Gaming";"14";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"1.95";154459
654;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";16;"Hybrid";"256";"2048";"AMD";"windows";"2.2";64961
655;"Lenovo";"2 in 1 Convertible";"14";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.7";53227
656;"Lenovo";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.14";130536
657;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.30";8;"HDD";"1024";"0";"Intel";"windows";"2.29";24456
658;"HP";"Workstation";"17.3";1600;900;0;"Intel";"Core i5";"2.80";8;"HDD";"500";"0";"Nvidia";"windows";"3.14";99154
659;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"180";"0";"Intel";"windows";"1.7";72674
660;"Acer";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"32";"0";"Intel";"others";"1.45";19980
661;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.60";8;"HDD";"500";"0";"Intel";"windows";"1.9";53734
662;"Lenovo";"Workstation";"15.6";1920;1080;0;"Intel";"Core i7";"2.50";16;"SSD";"512";"0";"Nvidia";"windows";"2.18";98834
663;"Xiaomi";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";16;"SSD";"256";"0";"Nvidia";"N/A";"1.95";74589
664;"Lenovo";"Notebook";"35.6";1366;768;0;"AMD";"E-Series E2-9000";"2.20";4;"SSD";"128";"0";"AMD";"windows";"2.2";18595
665;"Asus";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"1024";"0";"Nvidia";"N/A";"2.5";62284
666;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"Intel";"windows";"1.7";37243
667;"Lenovo";"Workstation";"15.6";3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"1024";"0";"Nvidia";"windows";"2.5";175771
668;"Asus";"Notebook";"15.6";1920;1080;0;"Intel";"Pentium Dual";"1.10";8;"SSD";"128";"0";"Intel";"windows";"2";31004
669;"HP";"Notebook";"13.3";1920;1080;0;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Intel";"windows";"1.49";38308
670;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"3";62231
671;"HP";"Workstation";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";8;"HDD";"500";"0";"Nvidia";"windows";"3.14";101658
672;"HP";"Notebook";"14";1366;768;0;"Intel";"Pentium Quad";"1.60";8;"HDD";"2048";"0";"Intel";"windows";"1.94";20726
673;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";8;"HDD";"2048";"0";"AMD";"windows";"2.02";40440
674;"Dell";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";32;"Hybrid";"1024";"1024";"Nvidia";"windows";"4.42";191211
675;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"windows";"1.8";63456
676;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i3";"2.00";4;"HDD";"1024";"0";"AMD";"windows";"2.1";24988
677;"HP";"2 in 1 Convertible";"14";1920;1080;1;"Intel";"Core i3";"2.40";4;"SSD";"128";"0";"Nvidia";"windows";"1.63";37243
679;"HP";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"Nvidia";"windows";"3.78";90523
680;"Acer";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.00";4;"HDD";"500";"0";"Intel";"windows";"2.4";23976
681;"Acer";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.60";2;"Flash Storge";"32";"0";"Intel";"others";"1.68";17582
682;"HP";"Notebook";"15.6";1920;1080;0;"AMD";"A9-Series A9-9420";"3.00";6;"SSD";"256";"0";"AMD";"windows";"1.95";34579
683;"Acer";"Notebook";"15.6";1366;768;0;"AMD";"A10-Series 9620P";"2.50";8;"HDD";"1024";"0";"AMD";"windows";"2.2";30849
684;"Acer";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.6";42038
686;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"windows";"1.93";81912
687;"HP";"Ultrabook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.84";74006
688;"HP";"Notebook";"17.3";1920;1080;0;"AMD";"A10-Series 9620P";"2.50";6;"HDD";"2048";"0";"AMD";"windows";"2.71";34899
689;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.4";68944
690;"MSI";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"2.94";120832
691;"Samsung";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Intel";"windows";"0.81";87859
692;"Lenovo";"Notebook";"14";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"32";"0";"Intel";"windows";"1.43";14599
693;"Acer";"2 in 1 Convertible";"11.6";1366;768;1;"Intel";"Celeron Quad";"1.60";4;"Flash Storge";"32";"0";"Intel";"others";"1.25";20193
694;"Dell";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"16";"0";"Intel";"others";"1.26";15718
695;"Lenovo";"Gaming";"15.6";1920;1080;0;"Intel";"Core i7";"2.80";8;"Hybrid";"128";"1024";"Nvidia";"windows";"2.5";66547
696;"HP";"Notebook";"14";1366;768;0;"Intel";"Core i5";"2.60";8;"SSD";"256";"0";"Intel";"windows";"2.31";59887
697;"Asus";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.27";49444
698;"Toshiba";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.05";89084
699;"Asus";"Ultrabook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.1";60473
700;"Acer";"Ultrabook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.8";48964
701;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.9";59513
702;"Asus";"Gaming";"17.3";1920;1080;1;"Intel";"Core i7";"2.60";24;"Hybrid";"256";"1024";"Nvidia";"windows";"4.33";67612
703;"Dell";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.80";8;"SSD";"256";"0";"Nvidia";"linux";"1.64";58022
705;"Dell";"Notebook";"14";1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.6";60031
706;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"windows";"1.65";78055
707;"Lenovo";"Ultrabook";"12.5";1366;768;0;"Intel";"Core i5";"2.30";8;"SSD";"180";"0";"Intel";"windows";"1.3";58555
708;"Razer";"Gaming";"14";1920;1080;0;"Intel";"Core i7";"2.80";16;"SSD";"256";"0";"Nvidia";"windows";"1.95";138475
709;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"256";"0";"AMD";"linux";"2.3";31909
710;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"2.3";44222
711;"Lenovo";"Ultrabook";"14";2560;1440;0;"Intel";"Core i7";"2.60";12;"SSD";"256";"0";"Intel";"windows";"1.4";98994
712;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"512";"0";"Nvidia";"windows";"2.16";67239
713;"Lenovo";"2 in 1 Convertible";"14";2560;1440;1;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.42";137995
714;"Dell";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"4.42";143803
715;"Asus";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.60";16;"Hybrid";"256";"1024";"Nvidia";"windows";"4.3";125208
716;"HP";"2 in 1 Convertible";"11.6";1366;768;1;"Intel";"Celeron Dual";"1.10";8;"Flash Storge";"64";"0";"Intel";"others";"1.4";26374
717;"Lenovo";"2 in 1 Convertible";"13.3";1920;1080;1;"Intel";"Core i7";"2.70";8;"SSD";"512";"0";"Intel";"windows";"1.37";107892
718;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"1.60";4;"HDD";"1024";"0";"AMD";"windows";"2.2";41345
719;"HP";"Workstation";"17.3";1920;1080;0;"Intel";"Xeon E3-1535M";"2.90";16;"SSD";"256";"0";"Nvidia";"windows";"3";233846
720;"Toshiba";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.60";16;"SSD";"512";"0";"Nvidia";"windows";"1.47";93986
721;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"linux";"1.98";38681
722;"Lenovo";"Netbook";"11.6";1366;768;1;"Intel";"Celeron Dual";"1.60";4;"SSD";"128";"0";"Intel";"windows";"1.4";25308
723;"Toshiba";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.30";8;"SSD";"256";"0";"Intel";"windows";"1.2";64629
724;"Lenovo";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.7";78535
725;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"1.80";8;"SSD";"256";"0";"Intel";"windows";"2.17";47893
726;"Lenovo";"Ultrabook";"12.5";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.36";84396
727;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.70";16;"Hybrid";"128";"1024";"Nvidia";"windows";"4.5";125155
728;"Dell";"2 in 1 Convertible";"12.5";1920;1080;1;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.34";88978
729;"Toshiba";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"windows";"2.1";41558
730;"HP";"Notebook";"15.6";1366;768;0;"AMD";"A12-Series 9700P";"2.50";8;"HDD";"2048";"0";"AMD";"windows";"2.04";33513
731;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.40";8;"SSD";"256";"0";"Intel";"windows";"1.84";101232
732;"Lenovo";"Notebook";"15.6";1366;768;0;"AMD";"A12-Series 9720P";"3.60";8;"HDD";"1024";"0";"AMD";"windows";"2.2";22857
733;"Toshiba";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"1.5";51841
734;"Dell";"Gaming";"15.6";3840;2160;0;"Intel";"Core i7";"2.80";16;"SSD";"512";"0";"Nvidia";"windows";"2.62";89457
735;"Dell";"Workstation";"15.6";1920;1080;1;"Intel";"Core i7";"2.80";8;"SSD";"256";"0";"Nvidia";"windows";"2.06";93933
736;"Acer";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"32";"0";"Intel";"others";"1.25";15824
737;"Lenovo";"Notebook";"15.6";1366;768;0;"Intel";"Celeron Quad";"1.60";8;"HDD";"1024";"0";"Intel";"N/A";"2.2";17529
738;"Lenovo";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";4;"HDD";"1024";"0";"Nvidia";"windows";"2.4";32448
739;"Acer";"Netbook";"11.6";1366;768;0;"Intel";"Celeron Dual";"1.60";4;"Flash Storge";"32";"0";"Intel";"windows";"1.4";14332
740;"Toshiba";"Notebook";"13.3";1920;1080;0;"Intel";"Core i5";"2.30";4;"SSD";"128";"0";"Intel";"windows";"1.2";63670
741;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.84";64948
742;"Lenovo";"Notebook";"17.3";1600;900;0;"AMD";"A4-Series 7210";"2.20";4;"HDD";"500";"0";"AMD";"windows";"2.8";20193
743;"HP";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";12;"HDD";"1024";"0";"AMD";"windows";"3.74";93187
744;"Lenovo";"Notebook";"15.6";1920;1080;0;"AMD";"A12-Series 9720P";"3.60";6;"SSD";"256";"0";"AMD";"windows";"2.2";29251
745;"Fujitsu";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.30";4;"SSD";"256";"0";"Intel";"windows";"2.3";34579
746;"MSI";"Gaming";"17.3";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"512";"1024";"Nvidia";"windows";"2.9";128671
747;"HP";"Notebook";"14";1920;1080;0;"Intel";"Core i5";"2.50";4;"SSD";"128";"0";"Intel";"windows";"1.95";67399
748;"HP";"Notebook";"15.6";1366;768;0;"Intel";"Core i3";"2.40";4;"HDD";"500";"0";"Intel";"windows";"2.1";35617
749;"Toshiba";"Notebook";"14";1366;768;0;"Intel";"Core i5";"2.30";4;"HDD";"500";"0";"Intel";"windows";"1.75";48751
750;"Lenovo";"2 in 1 Convertible";"14";1920;1080;1;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.38";93187
751;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";4;"HDD";"500";"0";"AMD";"windows";"2.25";31915
752;"Lenovo";"Ultrabook";"14";1920;1080;0;"Intel";"Core i7";"2.70";16;"SSD";"512";"0";"Intel";"windows";"1.7";122491
753;"Samsung";"Ultrabook";"13.3";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"Intel";"windows";"0.81";79867
754;"Asus";"2 in 1 Convertible";"12.5";1920;1080;1;"Intel";"Core M";"0.90";4;"Flash Storge";"64";"0";"Intel";"others";"1.2";35644
755;"HP";"2 in 1 Convertible";"13.3";3200;1800;1;"Intel";"Core i7";"2.70";16;"SSD";"256";"0";"Intel";"windows";"1.42";74539
756;"Dell";"Notebook";"15.6";1366;768;0;"Intel";"Core i5";"2.50";8;"SSD";"128";"0";"Intel";"windows";"1.95";43157
757;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i7";"2.70";8;"HDD";"1024";"0";"Nvidia";"windows";"1.98";51202
758;"HP";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"HDD";"1024";"0";"Intel";"windows";"2.04";42944
759;"Dell";"Notebook";"15.6";1920;1080;0;"Intel";"Core i5";"2.50";8;"SSD";"256";"0";"AMD";"windows";"2.18";42081
760;"MSI";"Gaming";"14";1920;1080;0;"Intel";"Core i7";"2.80";16;"Hybrid";"256";"1024";"Nvidia";"windows";"1.6";100752
761;"Samsung";"Ultrabook";"15";1920;1080;0;"Intel";"Core i7";"2.70";8;"SSD";"256";"0";"Intel";"windows";"1.17";90523
